,Title,Runtime.x,Rating.x,Director.x,Lead.x,Votes.x,Budget,Sequel,Rounded,Action,Adventure,Comedy,Drama,War,Music,Animation,History,Horror,Mystery,Thriller,Fantasy,Biography,Crime,Sci.Fi,Family,Sport,Romance,Western,Musical
831,Malignant,111,6.2,James Wan,Annabelle Wallis,"94,341",40000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,The Incredible Hulk,112,6.6,Louis Leterrier,Edward Norton,"498,864",150000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
833,Emma.,124,6.7,Autumn de Wilde,Anya Taylor-Joy,"56,522",10000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
834,The Command,117,6.6,Thomas Vinterberg,Matthias Schoenaerts,"19,707",40000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
835,Cloverfield,85,7,Matt Reeves,Mike Vogel,"404,519",25000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
836,Contagion,106,6.8,Steven Soderbergh,Matt Damon,"306,700",60000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
837,Lucy,89,6.4,Luc Besson,Scarlett Johansson,"504,387",40000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
838,Men in Black II,88,6.1,Barry Sonnenfeld,Tommy Lee Jones,"381,605",140000000,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
839,Cloud Atlas,172,7.4,Tom Tykwer,Tom Hanks,"365,342",128000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
840,Evil Dead,91,6.5,Fede Alvarez,Jane Levy,"176,691",17000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
841,Pitch Perfect 2,115,6.4,Elizabeth Banks,Anna Kendrick,"160,531",30000000,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
842,Dallas Buyers Club,117,7.9,Jean-Marc Vallée,Matthew McConaughey,"494,593",5000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
843,Daddy Day Care,92,5.6,Steve Carr,Eddie Murphy,"70,573",60000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
844,Those Who Wish Me Dead,100,6,Taylor Sheridan,Angelina Jolie,"63,499",20000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
845,Man on Fire,146,7.7,Tony Scott,Denzel Washington,"368,111",70000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
846,Mission: Impossible III,126,6.9,J.J. Abrams,Tom Cruise,"362,148",150000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
847,Shortbus,101,6.4,John Cameron Mitchell,Sook-Yin Lee,"34,199",2000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
848,Trolls,92,6.4,Mike Mitchell,Anna Kendrick,"84,351",125000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
849,"I, Tonya",119,7.5,Craig Gillespie,Margot Robbie,"222,714",11000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
850,Extraction,116,6.7,Sam Hargrave,Chris Hemsworth,"208,258",69000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
851,Side Effects,106,7.1,Steven Soderbergh,Rooney Mara,"191,833",30000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
852,Chicago,113,7.2,Rob Marshall,Renée Zellweger,"233,364",45000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
853,The Lego Movie,100,7.7,Phil Lord,Chris Pratt,"361,656",99000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
854,Molly's Game,140,7.4,Aaron Sorkin,Jessica Chastain,"176,457",30000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
855,Boyhood,165,7.9,Richard Linklater,Ellar Coltrane,"357,654",4000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
856,Finch,115,6.9,Miguel Sapochnik,Tom Hanks,"85,694",NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
857,Rocky Balboa,102,7.1,Sylvester Stallone,Sylvester Stallone,"219,952",24000000,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
858,Raw,99,7,Julia Ducournau,Garance Marillier,"80,813",3800000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
859,The Hate U Give,133,7.5,George Tillman Jr.,Amandla Stenberg,"37,455",23000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860,Enemy,91,6.9,Denis Villeneuve,Jake Gyllenhaal,"198,574",NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
861,Anna,118,6.6,Luc Besson,Sasha Luss,"85,312",30000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
862,Venom,112,6.6,Ruben Fleischer,Tom Hardy,"494,267",110000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
863,Five Feet Apart,116,7.2,Justin Baldoni,Haley Lu Richardson,"70,832",7000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
864,Flight,138,7.3,Robert Zemeckis,Denzel Washington,"359,281",31000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
865,Spy,120,7,Paul Feig,Melissa McCarthy,"248,136",65000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
866,Holes,117,7,Andrew Davis,Shia LaBeouf,"92,094",20000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
867,9 Songs,71,4.8,Michael Winterbottom,Kieran O'Brien,"23,091",1200000,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
868,Curiosa,107,5.4,Lou Jeunet,Noémie Merlant,"2,655",NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
869,The Assassination of Jesse James by the Coward Robert Ford,160,7.5,Andrew Dominik,Brad Pitt,"185,034",30000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
870,Father of the Bride,117,5.9,Gary Alazraki,Andy Garcia,"10,926",20000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
871,Talladega Nights: The Ballad of Ricky Bobby,108,6.6,Adam McKay,Will Ferrell,"188,647",72500000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
872,I Saw the Devil,144,7.8,Jee-woon Kim,Lee Byung-hun,"134,054",6000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
873,Coraline,100,7.7,Henry Selick,Dakota Fanning,"236,996",60000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
874,ATM,90,4.7,David Brooks,Alice Eve,"24,337",3000000,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
875,The Wrong Missy,90,5.7,Tyler Spindel,David Spade,"41,246",NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
876,Shame,101,7.2,Steve McQueen,Michael Fassbender,"198,690",6500000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
877,Chef,114,7.3,Jon Favreau,Jon Favreau,"219,825",11000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
878,Jerry and Marge Go Large,96,6.9,David Frankel,Bryan Cranston,"14,755",NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
879,The Amazing Spider-Man,136,6.9,Marc Webb,Andrew Garfield,"663,926",230000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
880,Fractured,99,6.4,Brad Anderson,Sam Worthington,"79,221",NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
881,About Fate,103,6.3,Marius Vaysberg,Emma Roberts,"7,147",15000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
882,28 Weeks Later,100,6.9,Juan Carlos Fresnadillo,Jeremy Renner,"280,683",15000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
883,The Last Samurai,154,7.8,Edward Zwick,Tom Cruise,"447,016",140000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,Searching,102,7.6,Aneesh Chaganty,John Cho,"166,979",880000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
885,Transformers: Age of Extinction,165,5.6,Michael Bay,Mark Wahlberg,"318,065",210000000,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
886,We Can Be Heroes,100,4.7,Robert Rodriguez,YaYa Gosselin,"15,503",20000000,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,Force Majeure,120,7.2,Ruben Östlund,Johannes Kuhnke,"59,914",5000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
888,Looper,119,7.4,Rian Johnson,Joseph Gordon-Levitt,"582,344",30000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,Wrong Turn,84,6.1,Rob Schmidt,Eliza Dushku,"123,573",4000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
890,The Midnight Sky,118,5.6,George Clooney,George Clooney,"85,023",100000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
891,American Gangster,157,7.8,Ridley Scott,Denzel Washington,"431,739",100000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
892,The Count of Monte Cristo,131,7.7,Kevin Reynolds,Jim Caviezel,"140,533",35000000,0,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893,Leap Year,100,6.4,Anand Tucker,Amy Adams,"106,635",19000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
894,The 355,122,5.5,Simon Kinberg,Jessica Chastain,"31,362",75000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
895,Flushed Away,85,6.6,David Bowers,Hugh Jackman,"129,729",149000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896,Daredevil,103,5.3,Mark Steven Johnson,Ben Affleck,"222,559",78000000,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,Bad Boys II,147,6.6,Michael Bay,Will Smith,"255,459",130000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
898,Shaun of the Dead,99,7.9,Edgar Wright,Simon Pegg,"564,800",6100000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
899,Queen of Hearts,127,7.1,May el-Toukhy,Trine Dyrholm,"12,215",19000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,School of Rock,109,7.2,Richard Linklater,Jack Black,"311,880",35000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901,Lincoln,150,7.3,Steven Spielberg,Daniel Day-Lewis,"263,529",65000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
902,Capernaum,126,8.4,Nadine Labaki,Zain Al Rafeea,"92,410",4000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
903,Gravity,91,7.7,Alfonso Cuarón,Sandra Bullock,"833,803",100000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,The Twilight Saga: Breaking Dawn - Part 2,115,5.5,Bill Condon,Kristen Stewart,"252,415",136000000,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905,A Simple Favor,117,6.8,Paul Feig,Anna Kendrick,"152,397",20000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
906,Climax,97,6.9,Gaspar Noé,Sofia Boutella,"71,422",2900000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
907,Snowpiercer,126,7.1,Bong Joon Ho,Chris Evans,"366,826",40000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908,Star Wars: Episode II - Attack of the Clones,142,6.6,George Lucas,Hayden Christensen,"719,506",115000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
909,Luck,105,6.4,Peggy Holmes,Eva Noblezada,"20,929",NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
910,Scary Movie 2,83,5.3,Keenen Ivory Wayans,Anna Faris,"165,189",45000000,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
911,The Dictator,83,6.4,Larry Charles,Sacha Baron Cohen,"313,766",65000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
912,Hairspray,117,6.7,Adam Shankman,John Travolta,"132,948",75000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
913,The Gift,108,7,Joel Edgerton,Jason Bateman,"161,849",5000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
914,Broker,129,7.1,Hirokazu Koreeda,Song Kang-ho,"8,764",30000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915,Lone Survivor,121,7.5,Peter Berg,Mark Wahlberg,"292,196",40000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916,Midway,138,6.7,Roland Emmerich,Ed Skrein,"87,985",100000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
917,Sucker Punch,110,6,Zack Snyder,Emily Browning,"245,218",82000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
918,The Post,116,7.2,Steven Spielberg,Meryl Streep,"154,243",50000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
919,The Green Knight,130,6.6,David Lowery,Dev Patel,"103,977",15000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,Godzilla,123,6.4,Gareth Edwards,Aaron Taylor-Johnson,"418,680",160000000,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921,Olympus Has Fallen,119,6.5,Antoine Fuqua,Gerard Butler,"280,641",70000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
922,Safe Haven,115,6.6,Lasse Hallström,Julianne Hough,"112,380",28000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
923,Melancholia,135,7.1,Lars von Trier,Kirsten Dunst,"186,114",9400000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
924,Luca,95,7.4,Enrico Casarosa,Jacob Tremblay,"168,167",NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,Life of Pi,127,7.9,Ang Lee,Suraj Sharma,"638,226",120000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
926,The Machinist,101,7.7,Brad Anderson,Christian Bale,"396,169",5000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
927,Logan Lucky,118,7,Steven Soderbergh,Channing Tatum,"153,202",29000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
928,"Confess, Fletch",98,6.5,Greg Mottola,Jon Hamm,"11,188",20000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
929,Greyhound,91,7,Aaron Schneider,Tom Hanks,"100,490",50300000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
930,Pacific Rim,131,6.9,Guillermo del Toro,Idris Elba,"508,074",190000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
931,Kate,106,6.2,Cedric Nicolas-Troyan,Mary Elizabeth Winstead,"63,966",25000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
932,Arctic,98,6.8,Joe Penna,Mads Mikkelsen,"54,429",2000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
933,Coach Carter,136,7.3,Thomas Carter,Samuel L. Jackson,"154,971",30000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
934,Layer Cake,105,7.3,Matthew Vaughn,Daniel Craig,"185,993",4800000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
935,13 Going on 30,98,6.2,Gary Winick,Jennifer Garner,"197,670",37000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
936,Hunter Killer,121,6.6,Donovan Marsh,Gerard Butler,"65,687",40000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
937,Kung Fu Panda 3,95,7.1,Alessandro Carloni,Jack Black,"164,933",145000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
938,Slumdog Millionaire,120,8,Danny Boyle,Dev Patel,"851,891",15000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
939,Me Time,101,5.1,John Hamburg,Kevin Hart,"35,001",80000000,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
940,Mr. & Mrs. Smith,120,6.5,Doug Liman,Brad Pitt,"504,648",110000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
941,The Conjuring 2,134,7.3,James Wan,Vera Farmiga,"276,658",40000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
942,Trespass,91,5.3,Joel Schumacher,Nicolas Cage,"44,031",35000000,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
943,Spanglish,131,6.4,James L. Brooks,Adam Sandler,"85,518",80000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
944,Shot Caller,121,7.3,Ric Roman Waugh,Nikolaj Coster-Waldau,"89,085",NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
945,Ice Age,81,7.5,Chris Wedge,Denis Leary,"490,118",59000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
946,Booksmart,102,7.1,Olivia Wilde,Kaitlyn Dever,"122,303",6000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
947,Fallen,91,5.2,Scott Hicks,Leo Suter,"15,225",46000000,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
948,The Conjuring: The Devil Made Me Do It,112,6.3,Michael Chaves,Patrick Wilson,"119,859",39000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
949,The Book of Eli,118,6.8,Albert Hughes,Denzel Washington,"323,116",80000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
950,Jungle Cruise,127,6.6,Jaume Collet-Serra,Dwayne Johnson,"195,465",200000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
951,Sinister,110,6.8,Scott Derrickson,Ethan Hawke,"258,719",3000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
952,Madagascar,86,6.9,Eric Darnell,Chris Rock,"411,302",75000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
953,True Grit,110,7.6,Ethan Coen,Jeff Bridges,"343,650",38000000,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
954,The Wandering Earth,125,5.9,Frant Gwo,Jing Wu,"32,665",50000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
955,Rush,123,8.1,Ron Howard,Daniel Brühl,"485,244",38000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
956,The Peanut Butter Falcon,97,7.6,Tyler Nilson,Zack Gottsagen,"92,377",6200000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
957,Before Midnight,109,7.9,Richard Linklater,Ethan Hawke,"161,707",3000000,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
958,Raya and the Last Dragon,107,7.3,Don Hall,Kelly Marie Tran,"155,787",150000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
959,The Lincoln Lawyer,118,7.3,Brad Furman,Matthew McConaughey,"242,101",40000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
960,Pokémon: Detective Pikachu,104,6.5,Rob Letterman,Ryan Reynolds,"167,126",150000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
961,War Dogs,114,7.1,Todd Phillips,Jonah Hill,"226,238",50000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
