,Title,Runtime.x,Rating.x,Director.x,Lead.x,Votes.x,Budget,Sequel,Rounded,Action,Adventure,Comedy,Drama,War,Music,Animation,History,Horror,Mystery,Thriller,Fantasy,Biography,Crime,Sci.Fi,Family,Sport,Romance,Western,Musical
437,Bardo: False Chronicle of a Handful of Truths,159,6.8,Alejandro G. Iñárritu,Daniel Giménez Cacho,10,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,Pinocchio,105,5,Robert Zemeckis,Joseph Gordon-Levitt,129,150000000,1,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,Vacation,99,6.1,John Francis Daley,Ed Helms,13,31000000,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,Glass,129,6.6,M. Night Shyamalan,James McAvoy,82,20000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,Zodiac,157,7.7,David Fincher,Jake Gyllenhaal,182,65000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,A Quiet Place Part II,97,7.2,John Krasinski,Emily Blunt,79,17000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,The Girl Next Door,109,6.7,Luke Greenfield,Emile Hirsch,71,21000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,Spiderhead,106,5.4,Joseph Kosinski,Chris Hemsworth,192,100000000,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,Frozen,102,7.4,Chris Buck,Kristen Bell,200,150000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,Les Misérables,158,7.5,Tom Hooper,Hugh Jackman,121,61000000,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,Jumanji: Welcome to the Jungle,119,6.9,Jake Kasdan,Dwayne Johnson,140,90000000,1,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,Hell or High Water,102,7.6,David Mackenzie,Chris Pine,77,12000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,Goodnight Mommy,92,5.6,Matt Sobel,Naomi Watts,9,NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,Deep Water,115,5.4,Adrian Lyne,Ben Affleck,169,49000000,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,Mystic River,138,7.9,Clint Eastwood,Sean Penn,164,30000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,Little Children,137,7.5,Todd Field,Kate Winslet,11,26000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,Inheritance,111,5.5,Vaughn Stein,Lily Collins,37,NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,Gerald's Game,103,6.5,Mike Flanagan,Carla Gugino,12,NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,Twenty Twelve,158,5.8,Roland Emmerich,John Cusack,137,200000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,Wonder,113,7.9,Stephen Chbosky,Jacob Tremblay,44,20000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,Operation Mincemeat,128,6.6,John Madden,Colin Firth,103,6300000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,Disenchanted,119,5.6,Adam Shankman,Amy Adams,64,85000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,Lie with Me,93,5.2,Clement Virgo,Lauren Lee Smith,33,1600000,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,Secretary,107,6.9,Steven Shainberg,James Spader,247,4000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,Inside Out,95,8.2,Pete Docter,Amy Poehler,215,175000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,The Fast and the Furious: Tokyo Drift,104,6,Justin Lin,Lucas Black,101,85000000,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,The Swimmers,134,7.4,Sally El Hosaini,Matthias Schweighöfer,87,NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,The People We Hate at the Wedding,99,5.7,Claire Scanlon,Allison Janney,211,NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,The Mummy,110,5.4,Alex Kurtzman,Tom Cruise,55,80000000,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,Valerian and the City of a Thousand Planets,136,6.4,Luc Besson,Dane DeHaan,50,177000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,The Platform,94,7,Galder Gaztelu-Urrutia,Ivan Massagué,75,NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,Fresh,114,6.7,Mimi Cave,Daisy Edgar-Jones,193,17500000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,The Devil Wears Prada,109,6.9,David Frankel,Anne Hathaway,152,35000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,The Reader,124,7.6,Stephen Daldry,Kate Winslet,83,32000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,Memory,114,5.7,Martin Campbell,Liam Neeson,96,43000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,Minority Report,145,7.6,Steven Spielberg,Tom Cruise,185,102000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,Watcher,91,6.3,Chloe Okuno,Maika Monroe,97,5000000,0,6,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
474,Downton Abbey: A New Era,124,7.4,Simon Curtis,Hugh Bonneville,80,40000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,Up,96,8.3,Pete Docter,Edward Asner,1,175000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,Spotlight,129,8.1,Tom McCarthy,Mark Ruffalo,166,20000000,0,8,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
477,Fantastic Beasts: The Crimes of Grindelwald,134,6.5,David Yates,Eddie Redmayne,109,200000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,Us,116,6.8,Jordan Peele,Lupita Nyong'o,115,20000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,Coco,105,8.4,Lee Unkrich,Anthony Gonzalez,176,175000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,Legend,132,6.9,Brian Helgeland,Tom Hardy,52,22500000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,Logan,137,8.1,James Mangold,Hugh Jackman,223,120000000,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,The Voyeurs,116,6,Michael Mohan,Sydney Sweeney,72,NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,Doctor Sleep,152,7.3,Mike Flanagan,Ewan McGregor,58,45000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,Moneyball,133,7.6,Bennett Miller,Brad Pitt,154,50000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,Bridesmaids,125,6.8,Paul Feig,Kristen Wiig,111,32500000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,Orphan,123,7,Jaume Collet-Serra,Vera Farmiga,76,20000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,Amélie,122,8.3,Jean-Pierre Jeunet,Audrey Tautou,220,10000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,How to Train Your Dragon,98,8.1,Dean DeBlois,Jay Baruchel,217,165000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,WALL·E,98,8.4,Andrew Stanton,Ben Burtt,4,180000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,The Imitation Game,114,8,Morten Tyldum,Benedict Cumberbatch,226,14000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,The Blind Side,129,7.6,John Lee Hancock,Quinton Aaron,124,29000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,Mad God,83,6.8,Phil Tippett,Alex Cox,7,150000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,Road to Perdition,117,7.7,Sam Mendes,Tom Hanks,99,80000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,After Ever Happy,95,4.5,Castille Landon,Josephine Langford,196,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,Army of the Dead,148,5.7,Zack Snyder,Dave Bautista,47,7000000,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,The Adam Project,106,6.7,Shawn Levy,Ryan Reynolds,63,116000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,National Treasure,131,6.9,Jon Turteltaub,Nicolas Cage,126,100000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,Little Miss Sunshine,101,7.8,Jonathan Dayton,Steve Carell,172,8000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,The Harder They Fall,139,6.6,Jeymes Samuel,Jonathan Majors,202,90000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,Mother!,121,6.6,Darren Aronofsky,Jennifer Lawrence,73,30000000,0,7,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
501,Nightcrawler,117,7.8,Dan Gilroy,Jake Gyllenhaal,"558,463",8500000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,Kick-Ass,117,7.6,Matthew Vaughn,Aaron Taylor-Johnson,"569,321",30000000,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
503,Bohemian Rhapsody,134,7.9,Bryan Singer,Rami Malek,"546,786",50000000,0,8,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
504,The Girl Next Door,91,6.5,Gregory Wilson,William Atherton,"27,219",NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,Den of Thieves,140,7,Christian Gudegast,Gerard Butler,"115,386",30000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,The Ballad of Buster Scruggs,133,7.3,Ethan Coen,Tim Blake Nelson,"152,264",NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,Scream 4,111,6.2,Wes Craven,Neve Campbell,"153,700",40000000,1,6,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
508,Pan's Labyrinth,118,8.2,Guillermo del Toro,Ivana Baquero,"674,665",19000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,The Nice Guys,116,7.3,Shane Black,Russell Crowe,"335,536",50000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
510,Underwater,95,5.8,William Eubank,Kristen Stewart,"85,750",80000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,Aladdin,128,6.9,Guy Ritchie,Will Smith,"271,043",183000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,The Lion King,118,6.8,Jon Favreau,Donald Glover,"249,405",260000000,1,7,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
513,Speak No Evil,97,6.6,Christian Tafdrup,Morten Burian,"23,141",3000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
514,The Longest Yard,113,6.4,Peter Segal,Adam Sandler,"183,713",82000000,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,Captain America: Civil War,147,7.8,Anthony Russo,Chris Evans,"798,056",250000000,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,Revolutionary Road,119,7.3,Sam Mendes,Leonardo DiCaprio,"216,567",35000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,Bandit,126,6.4,Allan Ungar,Josh Duhamel,"6,565",NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518,Wedding Crashers,119,7,David Dobkin,Owen Wilson,"361,482",40000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519,A Man Called Ove,116,7.7,Hannes Holm,Rolf Lassgård,"59,844",50000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,Grown Ups,102,5.9,Dennis Dugan,Adam Sandler,"256,804",80000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
521,Red Sparrow,140,6.6,Francis Lawrence,Jennifer Lawrence,"189,943",69000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,Easy A,92,7,Will Gluck,Emma Stone,"396,534",8000000,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
523,My Policeman,113,6.5,Michael Grandage,Harry Styles,"16,640",NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,Fifty Shades Freed,105,4.5,James Foley,Dakota Johnson,"67,863",55000000,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
525,El Camino: A Breaking Bad Movie,122,7.3,Vince Gilligan,Aaron Paul,"258,463",6000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,Beautiful Boy,120,7.3,Felix van Groeningen,Steve Carell,"82,495",25000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,Children of Men,109,7.9,Alfonso Cuarón,Julianne Moore,"506,012",76000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,The Power of the Dog,126,6.8,Jane Campion,Benedict Cumberbatch,"178,956",37000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
529,This Is the End,107,6.6,Evan Goldberg,James Franco,"417,990",32000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
530,Jennifer's Body,102,5.4,Karyn Kusama,Megan Fox,"138,896",16000000,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,Eat Pray Love,133,5.8,Ryan Murphy,Julia Roberts,"99,747",60000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,Tron: Legacy,125,6.8,Joseph Kosinski,Jeff Bridges,"341,991",170000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,Room in Rome,107,6.1,Julio Medem,Elena Anaya,"24,813",NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,The Devil All the Time,138,7.1,Antonio Campos,Bill Skarsgård,"139,000",NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535,The Butterfly Effect,113,7.6,Eric Bress,Ashton Kutcher,"496,009",13000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
536,Shrek 2,93,7.3,Andrew Adamson,Mike Myers,"472,998",150000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
537,Tusk,102,5.3,Kevin Smith,Justin Long,"56,893",3000000,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
538,Justice League,120,6.1,Zack Snyder,Ben Affleck,"457,959",300000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
539,Iron Man Three,130,7.1,Shane Black,Robert Downey Jr.,"858,906",200000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,Star Trek,127,7.9,J.J. Abrams,Chris Pine,"607,150",150000000,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,Terrifier,85,5.6,Damien Leone,Jenna Kanell,"38,436",35000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
542,Charlie and the Chocolate Factory,115,6.7,Tim Burton,Johnny Depp,"490,098",150000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,Birds of Prey,109,6,Cathy Yan,Margot Robbie,"244,120",84500000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
544,Love & Other Drugs,112,6.7,Edward Zwick,Jake Gyllenhaal,"207,989",30000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545,The Passion of the Christ,127,7.2,Mel Gibson,Jim Caviezel,"234,314",30000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,2 Fast 2 Furious,107,5.9,John Singleton,Paul Walker,"278,512",76000000,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
547,The Mist,126,7.1,Frank Darabont,Thomas Jane,"317,080",18000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,Sonic the Hedgehog 2,122,6.5,Jeff Fowler,James Marsden,"70,375",110000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,How to Lose a Guy in 10 Days,116,6.4,Donald Petrie,Kate Hudson,"246,570",50000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,Walk the Line,136,7.8,James Mangold,Joaquin Phoenix,"254,661",28000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,The Impossible,114,7.5,J.A. Bayona,Naomi Watts,"227,930",45000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,Rogue Agent,115,6.4,Declan Lawn,James Norton,"7,613",10000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,God's Crooked Lines,154,7,Oriol Paulo,Bárbara Lennie,"13,924",NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,Your Name.,106,8.4,Makoto Shinkai,Ryûnosuke Kamiki,"275,258",3000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,3 Idiots,170,8.4,Rajkumar Hirani,Aamir Khan,"405,086",6700000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,Hellraiser,121,6,David Bruckner,Odessa A’zion,"38,039",NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,6 Underground,128,6.1,Michael Bay,Ryan Reynolds,"181,439",150000000,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,The Girl with the Dragon Tattoo,158,7.8,David Fincher,Daniel Craig,"469,381",90000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,Monamour,104,5.2,Tinto Brass,Anna Jimskaia,"5,655",NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,Forgetting Sarah Marshall,111,7.1,Nicholas Stoller,Kristen Bell,"289,291",30000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,The Girl on the Train,112,6.5,Tate Taylor,Emily Blunt,"190,448",45000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,Dog,101,6.5,Reid Carolin,Channing Tatum,"38,196",15000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,The Square,151,7.1,Ruben Östlund,Claes Bang,"69,870",5500000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,Hannibal,131,6.8,Ridley Scott,Anthony Hopkins,"279,491",87000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,Batman v Superman: Dawn of Justice,151,6.4,Zack Snyder,Ben Affleck,"705,557",250000000,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,Vicky Cristina Barcelona,96,7.1,Woody Allen,Rebecca Hall,"259,335",15500000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,Fast & Furious Presents: Hobbs & Shaw,137,6.5,David Leitch,Dwayne Johnson,"217,174",200000000,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,A Beautiful Mind,135,8.2,Ron Howard,Russell Crowe,"940,020",58000000,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,In the Tall Grass,101,5.4,Vincenzo Natali,Laysla De Oliveira,"58,381",NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,Martyrs,99,7,Pascal Laugier,Morjana Alaoui,"97,744",4000000,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
